"","Taxonomy","BJA5","BJI5","BJN4","BJU2","CCA1","CCI2","CCN1","CCU4","CDA4","CDI2","CDN2","CDU1","CSA2","CSI2","CSN3","CSU3","FZA2","FZI2","FZN1","FZU5","GYA1","GYI1","GYN3","GYU3","GZA3","GZI2","GZN5","GZU4","HEBA3","HEBI2","HEBN3","HEBU4","HFA5","HFI5","HFN2","HFU5","HHHTA3","HHHTI1","HHHTN5","HHHTU2","HZA2","HZI3","HZN4","HZU5","JNA5","JNI4","JNN1","JNU5","KMA2","KMI4","KMN1","KMU1","LZA2","LZI1","LZN5","LZU1","NJA5","NJI4","NJN2","NJU5","NNA4","NNI4","NNN3","NNU2","SHA1","SHI4","SHN4","SHU4","SJZA4","SJZI5","SJZN1","SJZU1","SYA4","SYI1","SYN4","SYU1","TJA3","TJI2","TJN1","TJU1","TYA1","TYI2","TYN3","TYU5","WHA5","WHI3","WHN5","WHU4","WLMQA2","WLMQI4","WLMQN2","WLMQU2","XAA1","XAI3","XAN1","XAU2","XNA3","XNI3","XNN1","XNU2","YCA4","YCI2","YCN3","YCU2","ZZA5","ZZI5","ZZN4","ZZU5","sum"
"Methylomirabilota","Methylomirabilota",0.0311203319502075,0.0293914246196404,0.0221300138312586,0.0159059474412171,0.00380359612724758,0.012448132780083,0.0183264177040111,0.00172890733056708,0.0266251728907331,0.0172890733056708,0.0242047026279391,0.0117565698478562,0.00449515905947441,0.0255878284923928,0.00103734439834025,0.00587828492392808,0.00311203319502075,0,0.0231673582295989,0.0162517289073306,0.0020746887966805,0.0114107883817427,0.00380359612724758,0.0480636237897649,0.0127939142461964,0.00968188105117566,0.000345781466113416,0.00484094052558783,0.0138312586445367,0.0117565698478562,0.0020746887966805,0.0148686030428769,0.00691562932226833,0.0107192254495159,0.0193637621023513,0.0335408022130014,0.0224757952973721,0.00726141078838174,0.0131396957123098,0.00933609958506224,0.0110650069156293,0.0421853388658368,0.000691562932226833,0.0632780082987552,0.0231673582295989,0.0190179806362379,0.0242047026279391,0.0145228215767635,0.00726141078838174,0.00656984785615491,0,0.00656984785615491,0.0100276625172891,0.0197095435684647,0.00449515905947441,0.00311203319502075,0.0573997233748271,0.00968188105117566,0.0255878284923928,0.00276625172890733,0.0314661134163209,0.012448132780083,0.0114107883817427,0.0300829875518672,0.0162517289073306,0.0425311203319502,0.0152143845089903,0.053941908713693,0.0231673582295989,0.0238589211618257,0.0155601659751037,0.0280082987551867,0.0103734439834025,0.0197095435684647,0.0134854771784232,0.00345781466113416,0.0300829875518672,0.0103734439834025,0.004149377593361,0.0152143845089903,0.0200553250345781,0.004149377593361,0.0100276625172891,0.0252420470262794,0.0145228215767635,0.0231673582295989,0.000345781466113416,0.0314661134163209,0.0152143845089903,0.00242047026279391,0.024896265560166,0.0110650069156293,0.0252420470262794,0.029045643153527,0.0487551867219917,0.0273167358229599,0.0200553250345781,0.0103734439834025,0.0625864453665284,0.00449515905947441,0.00795297372060857,0.00138312586445367,0.0114107883817427,0.00829875518672199,0.0325034578146611,0.00553250345781466,0.0204011065006916,0.00311203319502075,1.81569847856155
"Cyanobacteria","Cyanobacteria",0.00449515905947441,0.00103734439834025,0.000345781466113416,0.0020746887966805,0.00276625172890733,0.00103734439834025,0.000691562932226833,0.004149377593361,0.020746887966805,0.00380359612724758,0.00380359612724758,0.0138312586445367,0.00553250345781466,0.0193637621023513,0.00103734439834025,0.00103734439834025,0.0117565698478562,0.322268326417704,0.00276625172890733,0.0020746887966805,0.00553250345781466,0.00484094052558783,0.000345781466113416,0.00172890733056708,0.016597510373444,0.433609958506224,0.43015214384509,0.0297372060857538,0.00276625172890733,0,0,0.000691562932226833,0.00518672199170124,0.00311203319502075,0.00553250345781466,0.004149377593361,0.00103734439834025,0.00172890733056708,0.00276625172890733,0.00172890733056708,0.00795297372060857,0.00138312586445367,0.0020746887966805,0.00138312586445367,0.00138312586445367,0.0020746887966805,0,0.00103734439834025,0.0293914246196404,0.0103734439834025,0.00103734439834025,0.00242047026279391,0.00242047026279391,0.00311203319502075,0.00345781466113416,0.00138312586445367,0.0141770401106501,0.00242047026279391,0,0.016597510373444,0.0100276625172891,0.00726141078838174,0.0114107883817427,0.00795297372060857,0.037344398340249,0.00242047026279391,0.00380359612724758,0.00103734439834025,0.00449515905947441,0.000345781466113416,0.00138312586445367,0.00138312586445367,0.00449515905947441,0.00138312586445367,0.00276625172890733,0.00103734439834025,0,0.000345781466113416,0.00311203319502075,0.00345781466113416,0.00518672199170124,0.00138312586445367,0.000345781466113416,0.00172890733056708,0.00656984785615491,0.00311203319502075,0.00103734439834025,0.000691562932226833,0.00172890733056708,0.00726141078838174,0.00311203319502075,0.00242047026279391,0.00345781466113416,0.004149377593361,0.000345781466113416,0.00518672199170124,0.00518672199170124,0.00726141078838174,0.000691562932226833,0.00172890733056708,0.00553250345781466,0.0466804979253112,0.0020746887966805,0.00172890733056708,0.000345781466113416,0.00380359612724758,0.00103734439834025,0.000345781466113416,1.70954356846473
"Bacteroidota","Bacteroidota",0.0134854771784232,0.0107192254495159,0.0145228215767635,0.0176348547717842,0.0338865836791148,0.0193637621023513,0.0155601659751037,0.0300829875518672,0.0176348547717842,0.0148686030428769,0.0127939142461964,0.0193637621023513,0.0107192254495159,0.00760719225449516,0.00172890733056708,0.0283540802213001,0.00933609958506224,0.00760719225449516,0.00726141078838174,0.0107192254495159,0.0110650069156293,0.0155601659751037,0.00899031811894882,0.0127939142461964,0.00553250345781466,0.00864453665283541,0.00449515905947441,0.0110650069156293,0.0228215767634855,0.0145228215767635,0.0255878284923928,0.024896265560166,0.004149377593361,0.0100276625172891,0.00345781466113416,0.0138312586445367,0.0276625172890733,0.043222683264177,0.0159059474412171,0.0338865836791148,0.0121023513139696,0.0103734439834025,0.00311203319502075,0.00691562932226833,0.0186721991701245,0.0159059474412171,0.00864453665283541,0.0134854771784232,0.029045643153527,0.016597510373444,0.00311203319502075,0.0338865836791148,0.0325034578146611,0.0224757952973721,0.016597510373444,0.0262793914246196,0.0100276625172891,0.0193637621023513,0.016597510373444,0.029045643153527,0.0107192254495159,0.0131396957123098,0.0100276625172891,0.0138312586445367,0.012448132780083,0.0162517289073306,0.0172890733056708,0.00933609958506224,0.0176348547717842,0.0117565698478562,0.0138312586445367,0.0114107883817427,0.0107192254495159,0.0273167358229599,0.00795297372060857,0.0231673582295989,0.0131396957123098,0.0138312586445367,0.00968188105117566,0.00587828492392808,0.0121023513139696,0.0162517289073306,0.020746887966805,0.0255878284923928,0.0238589211618257,0.0138312586445367,0.00345781466113416,0.00933609958506224,0.0190179806362379,0.020746887966805,0.00829875518672199,0.0127939142461964,0.0217842323651452,0.0100276625172891,0.00691562932226833,0.0114107883817427,0.0100276625172891,0.0221300138312586,0.00691562932226833,0.0183264177040111,0.00864453665283541,0.00899031811894882,0.0169432918395574,0.0152143845089903,0.00899031811894882,0.0138312586445367,0.0103734439834025,0.0117565698478562,1.6237897648686
"Armatimonadota","Armatimonadota",0.00622406639004149,0.00864453665283541,0.00726141078838174,0.00276625172890733,0.00449515905947441,0.00656984785615491,0.0020746887966805,0.00138312586445367,0.00691562932226833,0.00172890733056708,0.00172890733056708,0.00484094052558783,0.00345781466113416,0.00933609958506224,0.00276625172890733,0.000345781466113416,0.00691562932226833,0.00760719225449516,0.0020746887966805,0.00311203319502075,0.004149377593361,0.00829875518672199,0.00449515905947441,0.00484094052558783,0.00587828492392808,0.00172890733056708,0.00172890733056708,0.00172890733056708,0.0020746887966805,0.00518672199170124,0.00138312586445367,0.00172890733056708,0.004149377593361,0.00726141078838174,0.00726141078838174,0.00726141078838174,0.00829875518672199,0.00345781466113416,0.00345781466113416,0.00587828492392808,0.00656984785615491,0.00380359612724758,0.0020746887966805,0.00380359612724758,0.00553250345781466,0.00449515905947441,0.00691562932226833,0.00345781466113416,0.00276625172890733,0.00242047026279391,0.00345781466113416,0.000691562932226833,0.0145228215767635,0.00484094052558783,0.0110650069156293,0.00138312586445367,0.0100276625172891,0.00311203319502075,0.00276625172890733,0.00276625172890733,0.00449515905947441,0.004149377593361,0.00311203319502075,0.00449515905947441,0.00172890733056708,0.00518672199170124,0.00311203319502075,0.00311203319502075,0.00656984785615491,0.00449515905947441,0.00622406639004149,0.004149377593361,0.004149377593361,0.00587828492392808,0.0020746887966805,0.00380359612724758,0.0100276625172891,0.00760719225449516,0.00899031811894882,0.00242047026279391,0.0138312586445367,0.004149377593361,0.00138312586445367,0.00899031811894882,0.0103734439834025,0.00518672199170124,0.00103734439834025,0.00760719225449516,0.016597510373444,0.0114107883817427,0.00380359612724758,0.00726141078838174,0.00484094052558783,0.0210926694329184,0.0262793914246196,0.0103734439834025,0.0148686030428769,0.00656984785615491,0.00345781466113416,0.004149377593361,0.00622406639004149,0.0114107883817427,0.00726141078838174,0.00587828492392808,0.0127939142461964,0.004149377593361,0.00449515905947441,0.000691562932226833,0.608921161825725
"Nitrospirota","Nitrospirota",0.00622406639004149,0.00587828492392808,0.00138312586445367,0.00829875518672199,0.00276625172890733,0.0103734439834025,0.000691562932226833,0.00518672199170124,0.00242047026279391,0.00553250345781466,0.00553250345781466,0.00587828492392808,0.00242047026279391,0.00138312586445367,0.000345781466113416,0.00587828492392808,0.00587828492392808,0.00103734439834025,0.00103734439834025,0.00933609958506224,0.0020746887966805,0.00726141078838174,0.00345781466113416,0.00760719225449516,0.00622406639004149,0.00138312586445367,0.00103734439834025,0.00311203319502075,0.00656984785615491,0.00864453665283541,0.0020746887966805,0.012448132780083,0.0204011065006916,0.0141770401106501,0.00760719225449516,0.00933609958506224,0.00933609958506224,0.00484094052558783,0.00380359612724758,0.00968188105117566,0.0235131396957123,0.00795297372060857,0,0.00795297372060857,0.00553250345781466,0.00518672199170124,0.0020746887966805,0.00518672199170124,0.0020746887966805,0.0020746887966805,0.000345781466113416,0.00449515905947441,0.00622406639004149,0.0020746887966805,0.00103734439834025,0.00622406639004149,0.00829875518672199,0.000345781466113416,0.00553250345781466,0.00242047026279391,0.0242047026279391,0.0020746887966805,0.00242047026279391,0.00691562932226833,0.0159059474412171,0.00242047026279391,0.004149377593361,0.00795297372060857,0.004149377593361,0.00345781466113416,0.00449515905947441,0.00518672199170124,0.0100276625172891,0.0134854771784232,0.00311203319502075,0.00829875518672199,0.00380359612724758,0.00553250345781466,0.00345781466113416,0.00449515905947441,0.00726141078838174,0.00345781466113416,0,0.004149377593361,0.00933609958506224,0.00242047026279391,0.00172890733056708,0.00795297372060857,0.00345781466113416,0.00899031811894882,0.00484094052558783,0.00345781466113416,0.00622406639004149,0.00172890733056708,0.00138312586445367,0.00484094052558783,0.00622406639004149,0.00380359612724758,0.0103734439834025,0.004149377593361,0.00311203319502075,0.00276625172890733,0.00276625172890733,0.00311203319502075,0.00242047026279391,0.00380359612724758,0.00311203319502075,0.00172890733056708,0.581258644536652
"Latescibacterota","Latescibacterota",0.004149377593361,0.00138312586445367,0.00242047026279391,0.00138312586445367,0.000345781466113416,0,0,0,0.00829875518672199,0.00311203319502075,0.00795297372060857,0.000691562932226833,0.004149377593361,0.00345781466113416,0,0.00656984785615491,0.000691562932226833,0,0.00726141078838174,0.00380359612724758,0.00311203319502075,0.00172890733056708,0.00518672199170124,0.0148686030428769,0.000691562932226833,0.000691562932226833,0,0.000345781466113416,0.00172890733056708,0.000345781466113416,0.000345781466113416,0.00103734439834025,0.00276625172890733,0.00242047026279391,0.004149377593361,0.00622406639004149,0.00103734439834025,0,0,0,0.00864453665283541,0.0159059474412171,0,0.0255878284923928,0.00656984785615491,0.00484094052558783,0.00172890733056708,0.00138312586445367,0.000345781466113416,0.000345781466113416,0.000345781466113416,0.00345781466113416,0,0.000691562932226833,0,0,0.00518672199170124,0.00138312586445367,0.00276625172890733,0.000345781466113416,0.00933609958506224,0.000691562932226833,0.00172890733056708,0.0114107883817427,0.00691562932226833,0.0145228215767635,0.00484094052558783,0.0127939142461964,0.00518672199170124,0.00345781466113416,0.00172890733056708,0.00484094052558783,0.00380359612724758,0.00103734439834025,0.00622406639004149,0,0.00449515905947441,0,0.000691562932226833,0.000345781466113416,0.00311203319502075,0.00138312586445367,0.00138312586445367,0.00345781466113416,0.00345781466113416,0.000345781466113416,0,0.00829875518672199,0.000345781466113416,0.000691562932226833,0.0020746887966805,0.00276625172890733,0.00622406639004149,0.0020746887966805,0.004149377593361,0.004149377593361,0.00380359612724758,0.00103734439834025,0.0152143845089903,0.00138312586445367,0.000345781466113416,0,0.0020746887966805,0.00103734439834025,0.00276625172890733,0.000691562932226833,0.00172890733056708,0,0.349930843706777
"Desulfobacterota","Desulfobacterota",0.0020746887966805,0.00242047026279391,0.00138312586445367,0.00103734439834025,0.00691562932226833,0.00103734439834025,0.00311203319502075,0.00345781466113416,0.00726141078838174,0.00138312586445367,0.00933609958506224,0.000691562932226833,0.004149377593361,0.00138312586445367,0,0.00103734439834025,0.00899031811894882,0.00103734439834025,0.00345781466113416,0.0020746887966805,0.00138312586445367,0.000691562932226833,0.00449515905947441,0.00138312586445367,0.0121023513139696,0.00103734439834025,0,0.00242047026279391,0.00760719225449516,0.00172890733056708,0.000691562932226833,0.00172890733056708,0.0217842323651452,0.0117565698478562,0.00968188105117566,0.00518672199170124,0.000691562932226833,0,0.00103734439834025,0.000345781466113416,0.0401106500691563,0.000691562932226833,0,0.00484094052558783,0.00311203319502075,0.00380359612724758,0.00103734439834025,0.000345781466113416,0.00587828492392808,0.000691562932226833,0.000691562932226833,0,0.00103734439834025,0,0.000691562932226833,0.000691562932226833,0.0020746887966805,0.00138312586445367,0.00345781466113416,0.000345781466113416,0.0242047026279391,0.00103734439834025,0.004149377593361,0.000691562932226833,0.0311203319502075,0.00518672199170124,0.00138312586445367,0.00138312586445367,0.00138312586445367,0.00380359612724758,0.000345781466113416,0.0020746887966805,0.00518672199170124,0.00242047026279391,0.00380359612724758,0,0.00172890733056708,0,0.000691562932226833,0.000345781466113416,0.00138312586445367,0.00172890733056708,0.00138312586445367,0.0020746887966805,0.00138312586445367,0.00172890733056708,0,0.000691562932226833,0,0.000691562932226833,0,0,0.00242047026279391,0.00172890733056708,0.00103734439834025,0.0020746887966805,0.00172890733056708,0.00103734439834025,0.00138312586445367,0,0.0020746887966805,0,0.000691562932226833,0.000345781466113416,0.000345781466113416,0,0.000691562932226833,0.000691562932226833,0.337136929460581
"RCP2-54","RCP2-54",0.00449515905947441,0.000691562932226833,0.00103734439834025,0.00276625172890733,0.000691562932226833,0.00553250345781466,0.0114107883817427,0.000691562932226833,0.00138312586445367,0.0020746887966805,0.0134854771784232,0,0.00242047026279391,0.0020746887966805,0.00656984785615491,0,0.00138312586445367,0,0.00242047026279391,0.000345781466113416,0.00553250345781466,0.00172890733056708,0.0210926694329184,0.000345781466113416,0.000691562932226833,0.00345781466113416,0.00345781466113416,0,0.00172890733056708,0.00484094052558783,0.00138312586445367,0.00103734439834025,0.00726141078838174,0.00518672199170124,0.00276625172890733,0.00518672199170124,0.00829875518672199,0.00138312586445367,0.00345781466113416,0.0020746887966805,0.00380359612724758,0.000345781466113416,0.0114107883817427,0.00380359612724758,0.000691562932226833,0.00138312586445367,0.000691562932226833,0.00103734439834025,0.00103734439834025,0.000345781466113416,0.0117565698478562,0.00103734439834025,0.00484094052558783,0.00311203319502075,0.00172890733056708,0.00103734439834025,0.00345781466113416,0.0020746887966805,0.00691562932226833,0.00172890733056708,0,0.00242047026279391,0.00933609958506224,0.000345781466113416,0.000691562932226833,0.00380359612724758,0.00103734439834025,0.000691562932226833,0.00103734439834025,0.00138312586445367,0.00242047026279391,0.00276625172890733,0.00345781466113416,0.00138312586445367,0.00795297372060857,0.0020746887966805,0.00449515905947441,0.004149377593361,0.00103734439834025,0.00242047026279391,0.00484094052558783,0.000691562932226833,0.0020746887966805,0.00172890733056708,0.00138312586445367,0.000345781466113416,0.00899031811894882,0.00103734439834025,0.00795297372060857,0.00172890733056708,0.00103734439834025,0.00345781466113416,0.00172890733056708,0.00345781466113416,0.00311203319502075,0.00103734439834025,0.00276625172890733,0.0020746887966805,0.00103734439834025,0.00172890733056708,0.00172890733056708,0.000691562932226833,0.0020746887966805,0.00242047026279391,0.00138312586445367,0.00172890733056708,0.00138312586445367,0.00242047026279391,0.321576763485477
"MBNT15","MBNT15",0.00242047026279391,0.00138312586445367,0.00138312586445367,0.00172890733056708,0.00103734439834025,0.00242047026279391,0.00138312586445367,0.000691562932226833,0.00276625172890733,0.00242047026279391,0.00380359612724758,0.00345781466113416,0.00276625172890733,0.00345781466113416,0,0.00103734439834025,0.000345781466113416,0,0.000691562932226833,0.000691562932226833,0.000345781466113416,0.00242047026279391,0.00103734439834025,0.00242047026279391,0.00829875518672199,0.000345781466113416,0,0.0020746887966805,0.00311203319502075,0.0020746887966805,0.00345781466113416,0.000691562932226833,0.00138312586445367,0.00138312586445367,0.00103734439834025,0.00242047026279391,0.00242047026279391,0.00138312586445367,0.00103734439834025,0,0.00518672199170124,0.00276625172890733,0,0.00276625172890733,0.0020746887966805,0.0020746887966805,0.00138312586445367,0.00103734439834025,0.00103734439834025,0,0,0.00311203319502075,0.000345781466113416,0.00484094052558783,0,0.000345781466113416,0.00103734439834025,0.00103734439834025,0.00242047026279391,0.00172890733056708,0.0190179806362379,0.004149377593361,0.00242047026279391,0.00380359612724758,0.0103734439834025,0.00103734439834025,0.000691562932226833,0.00345781466113416,0.00103734439834025,0.0020746887966805,0.00172890733056708,0.00242047026279391,0.00484094052558783,0.00311203319502075,0.00276625172890733,0.00103734439834025,0.00172890733056708,0.000691562932226833,0.000691562932226833,0,0.000691562932226833,0.00103734439834025,0.00138312586445367,0.000345781466113416,0.00242047026279391,0.0020746887966805,0,0.00380359612724758,0,0.00103734439834025,0.00449515905947441,0.00138312586445367,0.00276625172890733,0.000691562932226833,0.00103734439834025,0.00138312586445367,0.000345781466113416,0.000691562932226833,0.00380359612724758,0,0.000345781466113416,0,0.00103734439834025,0,0.00242047026279391,0.000691562932226833,0.00311203319502075,0,0.20850622406639
