"","Taxonomy","BJA5","BJI5","BJN4","BJU2","CCA1","CCI2","CCN1","CCU4","CDA4","CDI2","CDN2","CDU1","CSA2","CSI2","CSN3","CSU3","FZA2","FZI2","FZN1","FZU5","GYA1","GYI1","GYN3","GYU3","GZA3","GZI2","GZN5","GZU4","HEBA3","HEBI2","HEBN3","HEBU4","HFA5","HFI5","HFN2","HFU5","HHHTA3","HHHTI1","HHHTN5","HHHTU2","HZA2","HZI3","HZN4","HZU5","JNA5","JNI4","JNN1","JNU5","KMA2","KMI4","KMN1","KMU1","LZA2","LZI1","LZN5","LZU1","NJA5","NJI4","NJN2","NJU5","NNA4","NNI4","NNN3","NNU2","SHA1","SHI4","SHN4","SHU4","SJZA4","SJZI5","SJZN1","SJZU1","SYA4","SYI1","SYN4","SYU1","TJA3","TJI2","TJN1","TJU1","TYA1","TYI2","TYN3","TYU5","WHA5","WHI3","WHN5","WHU4","WLMQA2","WLMQI4","WLMQN2","WLMQU2","XAA1","XAI3","XAN1","XAU2","XNA3","XNI3","XNN1","XNU2","YCA4","YCI2","YCN3","YCU2","ZZA5","ZZI5","ZZN4","ZZU5","sum"
"WPS-2","WPS-2",0.000345781466113416,0.000345781466113416,0,0,0.000345781466113416,0.000345781466113416,0.000691562932226833,0.000691562932226833,0.000691562932226833,0.000345781466113416,0.000345781466113416,0.000345781466113416,0.00311203319502075,0,0.0221300138312586,0.000345781466113416,0,0.000345781466113416,0,0,0.00933609958506224,0.000345781466113416,0.00726141078838174,0.000345781466113416,0.00103734439834025,0.000345781466113416,0.000691562932226833,0.000345781466113416,0.00103734439834025,0.000345781466113416,0,0.00103734439834025,0.00449515905947441,0.00968188105117566,0.00449515905947441,0,0,0,0.000345781466113416,0,0.000691562932226833,0.000345781466113416,0.0238589211618257,0.000345781466113416,0.000691562932226833,0,0,0,0.000345781466113416,0.000691562932226833,0.00449515905947441,0,0,0.000345781466113416,0.000691562932226833,0,0.00172890733056708,0.00242047026279391,0.000345781466113416,0.000345781466113416,0,0.00172890733056708,0.00518672199170124,0,0,0,0,0,0.000691562932226833,0,0.000345781466113416,0,0.00103734439834025,0.000345781466113416,0.00726141078838174,0.000345781466113416,0,0.000345781466113416,0.0204011065006916,0.00138312586445367,0.000345781466113416,0.000691562932226833,0,0,0,0.000345781466113416,0.0501383125864454,0.000345781466113416,0,0.000691562932226833,0,0.000691562932226833,0,0.00103734439834025,0,0,0,0,0.000345781466113416,0.00172890733056708,0,0.000345781466113416,0.00103734439834025,0.00138312586445367,0,0.000691562932226833,0,0.000345781466113416,0.208160442600277
"Bdellovibrionota","Bdellovibrionota",0.00138312586445367,0.00103734439834025,0.00103734439834025,0.000345781466113416,0.00172890733056708,0.0020746887966805,0.00242047026279391,0.000691562932226833,0.00103734439834025,0.00103734439834025,0.00138312586445367,0.0020746887966805,0.00138312586445367,0.000691562932226833,0.00103734439834025,0.00242047026279391,0.00138312586445367,0,0.00138312586445367,0.00138312586445367,0.000345781466113416,0.00103734439834025,0.0020746887966805,0.00138312586445367,0.000691562932226833,0,0.000345781466113416,0.00103734439834025,0.00276625172890733,0.0020746887966805,0.00311203319502075,0.0020746887966805,0.00276625172890733,0.00103734439834025,0.0020746887966805,0.00138312586445367,0.00380359612724758,0.0020746887966805,0.0020746887966805,0.0020746887966805,0.00103734439834025,0.00276625172890733,0.00103734439834025,0.0020746887966805,0.00311203319502075,0.000691562932226833,0.0020746887966805,0.00103734439834025,0.00276625172890733,0.00276625172890733,0.000345781466113416,0.00103734439834025,0.00311203319502075,0.00242047026279391,0.00172890733056708,0.000691562932226833,0.0020746887966805,0.00172890733056708,0.00242047026279391,0.000691562932226833,0.000691562932226833,0.00311203319502075,0.0020746887966805,0.00172890733056708,0.00242047026279391,0.00172890733056708,0,0.00103734439834025,0.00172890733056708,0.0020746887966805,0.00103734439834025,0.00311203319502075,0.000691562932226833,0.00138312586445367,0.0020746887966805,0.00345781466113416,0.00242047026279391,0.00103734439834025,0.0020746887966805,0.00138312586445367,0.000345781466113416,0.00311203319502075,0.00172890733056708,0.00138312586445367,0.00311203319502075,0.00172890733056708,0.00242047026279391,0.000345781466113416,0.000345781466113416,0.00276625172890733,0.0020746887966805,0.00103734439834025,0.00311203319502075,0.000691562932226833,0.00138312586445367,0.000691562932226833,0.00242047026279391,0.00138312586445367,0.000691562932226833,0.00138312586445367,0.000345781466113416,0.000345781466113416,0.000691562932226833,0.0020746887966805,0.000691562932226833,0.000345781466113416,0.00138312586445367,0.000345781466113416,0.169432918395574
"NB1-j","NB1-j",0.00345781466113416,0.000345781466113416,0.00138312586445367,0.00138312586445367,0.000345781466113416,0.000691562932226833,0.000691562932226833,0,0.0020746887966805,0.00345781466113416,0.00103734439834025,0,0.000345781466113416,0,0,0.00103734439834025,0,0,0.000691562932226833,0.00103734439834025,0,0.00138312586445367,0.00103734439834025,0.00622406639004149,0.00242047026279391,0,0,0,0.00103734439834025,0,0,0.0020746887966805,0,0,0.000345781466113416,0.00311203319502075,0.00138312586445367,0.000345781466113416,0,0.000691562932226833,0.000691562932226833,0.00968188105117566,0,0.00484094052558783,0.00380359612724758,0.00172890733056708,0.000691562932226833,0.00103734439834025,0,0,0,0.00172890733056708,0.00103734439834025,0.00103734439834025,0,0.000691562932226833,0.00311203319502075,0.000345781466113416,0.00172890733056708,0,0.00518672199170124,0.000691562932226833,0.00172890733056708,0.00311203319502075,0.00518672199170124,0.00103734439834025,0.00242047026279391,0.00968188105117566,0.00242047026279391,0.000345781466113416,0,0.004149377593361,0,0.00311203319502075,0.00172890733056708,0,0.00242047026279391,0,0.000345781466113416,0.000345781466113416,0.00242047026279391,0.000345781466113416,0.00276625172890733,0.0020746887966805,0.000345781466113416,0.000345781466113416,0,0.00103734439834025,0,0,0.000345781466113416,0.00138312586445367,0.00829875518672199,0,0.00276625172890733,0.0020746887966805,0.00311203319502075,0.00242047026279391,0.00311203319502075,0.000691562932226833,0.000691562932226833,0,0.000691562932226833,0.00103734439834025,0.0020746887966805,0,0.00103734439834025,0.000691562932226833,0.15387275242047
"Entotheonellaeota","Entotheonellaeota",0.0020746887966805,0.0020746887966805,0.00103734439834025,0.00172890733056708,0,0.000345781466113416,0,0,0.000691562932226833,0.00172890733056708,0,0,0.000345781466113416,0.000691562932226833,0,0.000691562932226833,0,0,0.000691562932226833,0.000691562932226833,0,0.000345781466113416,0,0.00242047026279391,0,0,0,0.000345781466113416,0,0.00276625172890733,0,0,0,0.000345781466113416,0.00172890733056708,0.00138312586445367,0.0020746887966805,0,0.00380359612724758,0.000345781466113416,0,0.000691562932226833,0.000345781466113416,0.00172890733056708,0.00311203319502075,0.00242047026279391,0.00276625172890733,0.00138312586445367,0.000691562932226833,0,0,0.00345781466113416,0,0.00103734439834025,0.00103734439834025,0.000345781466113416,0.00172890733056708,0.00103734439834025,0.00103734439834025,0,0.00103734439834025,0.00103734439834025,0.000345781466113416,0.00172890733056708,0.000345781466113416,0.00345781466113416,0.00172890733056708,0.00172890733056708,0.00103734439834025,0.000345781466113416,0.0020746887966805,0.00311203319502075,0.000345781466113416,0.000691562932226833,0.000691562932226833,0,0.00138312586445367,0.000691562932226833,0.000345781466113416,0.00138312586445367,0.00242047026279391,0.000691562932226833,0.000345781466113416,0.00103734439834025,0.000345781466113416,0,0,0.00103734439834025,0.000691562932226833,0,0.00103734439834025,0.00138312586445367,0.00242047026279391,0.00103734439834025,0.00553250345781466,0.000691562932226833,0.000345781466113416,0,0.000345781466113416,0,0,0,0.00103734439834025,0.0020746887966805,0.00172890733056708,0.00103734439834025,0.00276625172890733,0.000345781466113416,0.103042876901798
"Deinococcota","Deinococcota",0.00172890733056708,0,0,0.000691562932226833,0,0.000345781466113416,0,0.00276625172890733,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0,0,0,0.00380359612724758,0,0.000345781466113416,0.000345781466113416,0,0,0.000345781466113416,0,0.000691562932226833,0.000691562932226833,0.000345781466113416,0,0.0020746887966805,0,0,0,0.000345781466113416,0,0.0286998616874136,0,0.000691562932226833,0,0,0.000691562932226833,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0.000691562932226833,0.000691562932226833,0.000345781466113416,0.00656984785615491,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0.00172890733056708,0.000345781466113416,0,0.000345781466113416,0.00311203319502075,0.000345781466113416,0.000345781466113416,0,0,0.000691562932226833,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0.000691562932226833,0.00380359612724758,0,0.00103734439834025,0.00103734439834025,0.00138312586445367,0,0,0,0.000345781466113416,0,0.00311203319502075,0.0750345781466113
"Sumerlaeota","Sumerlaeota",0,0,0.000345781466113416,0.000345781466113416,0.000691562932226833,0,0,0.000345781466113416,0.000345781466113416,0.000345781466113416,0,0.00345781466113416,0.00345781466113416,0.00138312586445367,0,0.000691562932226833,0,0,0,0,0,0.000691562932226833,0,0.000345781466113416,0,0,0,0,0.00103734439834025,0,0,0.000345781466113416,0,0,0,0.000691562932226833,0.00103734439834025,0.0020746887966805,0,0.00103734439834025,0,0.000345781466113416,0,0.000345781466113416,0.00103734439834025,0.000345781466113416,0,0.00138312586445367,0.00103734439834025,0.000345781466113416,0,0.000345781466113416,0.00242047026279391,0.0020746887966805,0.00138312586445367,0.00276625172890733,0.000345781466113416,0,0.00138312586445367,0.00138312586445367,0.000691562932226833,0.000345781466113416,0,0.000691562932226833,0,0.000691562932226833,0.00311203319502075,0.000345781466113416,0.00103734439834025,0.000345781466113416,0.000345781466113416,0.000691562932226833,0.000691562932226833,0.00103734439834025,0,0.00103734439834025,0.000345781466113416,0.00103734439834025,0,0.00103734439834025,0.00103734439834025,0.000345781466113416,0.000345781466113416,0.00103734439834025,0.000691562932226833,0.00103734439834025,0,0.000691562932226833,0.00276625172890733,0.00103734439834025,0.000345781466113416,0.000345781466113416,0.0020746887966805,0.00138312586445367,0,0.00138312586445367,0.00138312586445367,0.00138312586445367,0.000345781466113416,0.00138312586445367,0.00103734439834025,0.000691562932226833,0.000345781466113416,0.00172890733056708,0.00138312586445367,0.00138312586445367,0,0,0.0746887966804979
"Patescibacteria","Patescibacteria",0.000345781466113416,0,0,0.000691562932226833,0,0,0,0.000345781466113416,0.000691562932226833,0,0.000691562932226833,0.00380359612724758,0.00242047026279391,0.000345781466113416,0,0.000691562932226833,0.000345781466113416,0.00691562932226833,0,0.00484094052558783,0.000345781466113416,0.00103734439834025,0,0,0,0.0020746887966805,0.00138312586445367,0.00242047026279391,0,0.000691562932226833,0,0.00103734439834025,0.000345781466113416,0,0,0.00103734439834025,0,0.00138312586445367,0,0.00103734439834025,0.00138312586445367,0,0.000345781466113416,0,0.000691562932226833,0,0,0,0.000691562932226833,0.000691562932226833,0.000345781466113416,0.000691562932226833,0.000345781466113416,0,0.00103734439834025,0.00276625172890733,0.00103734439834025,0.00103734439834025,0,0,0.000345781466113416,0,0,0.000345781466113416,0.000345781466113416,0.000345781466113416,0.00172890733056708,0,0,0,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0.000345781466113416,0,0,0.000345781466113416,0.00103734439834025,0,0.00380359612724758,0,0.000345781466113416,0,0.000345781466113416,0.000345781466113416,0.00311203319502075,0.000345781466113416,0,0.000691562932226833,0,0,0,0,0.000691562932226833,0,0.00138312586445367,0,0.000345781466113416,0,0.000345781466113416,0,0.000691562932226833,0,0.00138312586445367,0.0653526970954357
"GAL15","GAL15",0.00138312586445367,0.000691562932226833,0.00103734439834025,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0.004149377593361,0,0.000345781466113416,0.0020746887966805,0.000691562932226833,0.00103734439834025,0.000345781466113416,0,0.00276625172890733,0.000345781466113416,0.000345781466113416,0,0.00656984785615491,0,0,0,0,0,0.00138312586445367,0.00138312586445367,0.00138312586445367,0.00138312586445367,0,0.00103734439834025,0,0,0.000345781466113416,0.000345781466113416,0.00242047026279391,0.00138312586445367,0.000345781466113416,0,0.00103734439834025,0.000345781466113416,0,0,0.000691562932226833,0,0,0,0,0,0,0.000345781466113416,0,0,0.000691562932226833,0.000345781466113416,0.000691562932226833,0,0.00242047026279391,0,0,0.000691562932226833,0.000345781466113416,0,0.000345781466113416,0.000345781466113416,0,0,0.000691562932226833,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0.000691562932226833,0.000345781466113416,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0.0020746887966805,0.000691562932226833,0.00103734439834025,0.000345781466113416,0,0,0,0,0,0,0,0,0,0.0494467496542185
"Dependentiae","Dependentiae",0,0.000691562932226833,0.000691562932226833,0.000345781466113416,0,0,0,0.000691562932226833,0.000345781466113416,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0.00103734439834025,0.00103734439834025,0.000691562932226833,0,0,0,0,0,0.000691562932226833,0,0,0.000691562932226833,0.000345781466113416,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0.00138312586445367,0,0.000345781466113416,0.000691562932226833,0.000345781466113416,0.000691562932226833,0.000345781466113416,0,0,0,0,0,0,0.000691562932226833,0,0.000345781466113416,0.00103734439834025,0,0,0,0,0,0,0,0.000691562932226833,0.000345781466113416,0,0.000345781466113416,0,0.000345781466113416,0.000345781466113416,0,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0.000345781466113416,0.000345781466113416,0,0,0.000691562932226833,0.00103734439834025,0,0.000691562932226833,0.000345781466113416,0.000345781466113416,0,0.000691562932226833,0.00103734439834025,0,0,0.00172890733056708,0.000345781466113416,0,0.00103734439834025,0.000691562932226833,0.00103734439834025,0.000345781466113416,0.000691562932226833,0,0.000345781466113416,0.000345781466113416,0.000691562932226833,0,0.0297372060857538
"FCPU426","FCPU426",0,0,0,0,0,0,0,0,0,0.000345781466113416,0.00138312586445367,0,0.00172890733056708,0,0,0.000345781466113416,0,0,0,0,0.00345781466113416,0.000691562932226833,0.000345781466113416,0,0,0,0,0,0,0,0,0,0.00138312586445367,0.00345781466113416,0.00172890733056708,0,0,0,0,0,0.00103734439834025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0,0.000691562932226833,0,0,0,0.000691562932226833,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0.0197095435684647
"Dadabacteria","Dadabacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.00103734439834025,0,0,0,0,0.000345781466113416,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0.000691562932226833,0.000345781466113416,0,0.000691562932226833,0,0,0,0,0.0020746887966805,0.000345781466113416,0,0.000691562932226833,0.000691562932226833,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0.00138312586445367,0.000345781466113416,0,0,0.000691562932226833,0,0,0,0.000691562932226833,0.000345781466113416,0.000345781466113416,0.00172890733056708,0,0,0,0,0.000345781466113416,0,0,0,0.000691562932226833,0.000345781466113416,0,0.00103734439834025,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0.0176348547717842
"Fibrobacterota","Fibrobacterota",0.000345781466113416,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0.00103734439834025,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0.000691562932226833,0,0,0.000345781466113416,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0.00242047026279391,0.000345781466113416,0,0.000345781466113416,0.000691562932226833,0,0,0,0.000691562932226833,0,0,0.000691562932226833,0,0,0.000345781466113416,0,0,0,0,0.00138312586445367,0,0,0.000691562932226833,0,0,0,0.000345781466113416,0,0,0.000691562932226833,0,0,0,0.00103734439834025,0,0.00103734439834025,0.000345781466113416,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0,0,0,0.0176348547717842
"Spirochaetota","Spirochaetota",0,0,0,0,0.000345781466113416,0,0,0,0.000691562932226833,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0.00103734439834025,0.000345781466113416,0,0,0,0,0,0.00103734439834025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0.00656984785615491
"SAR324|clade(Marine|group|B)","SAR324|clade(Marine|group|B)",0,0,0,0.000345781466113416,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0.000691562932226833,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0.00103734439834025,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0.00656984785615491
"Hydrogenedentes","Hydrogenedentes",0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0.000691562932226833,0.00138312586445367,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587828492392808
"Nitrospinota","Nitrospinota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0.00172890733056708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242047026279391,0,0.000345781466113416,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553250345781466
"Elusimicrobiota","Elusimicrobiota",0,0,0,0,0,0,0.000691562932226833,0,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0,0,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553250345781466
"Halanaerobiaeota","Halanaerobiaeota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0.000345781466113416,0,0,0,0,0.00103734439834025,0,0,0.000345781466113416,0,0,0,0,0,0.000345781466113416,0,0.000345781466113416,0,0,0,0,0,0,0,0,0.00484094052558783
"Sva0485","Sva0485",0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0.00103734439834025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172890733056708,0,0.000345781466113416,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484094052558783
"WS2","WS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0.00242047026279391
"Campylobacterota","Campylobacterota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138312586445367
"Abditibacteriota","Abditibacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103734439834025
"Zixibacteria","Zixibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103734439834025
